서지ID,제목,저자,출판사,출판년,청구기호,분류기호,분류항목,주제어,검색청구기호
CATTOC000000903999,음악은 사랑입니다 : 농부가 된 합창지휘자의 그림 에세이,홍준철,예솔,2020,780.2 홍77ㅇ,780.2,,,780.2
CATTOC000000708834,위기의 아트센터,이장직,예솔,2010,780.2 이71ㅇ,780.2,,,780.2
CATTOC000000891447,음악을 입다 : 스트리밍 시대에 음악을 애정하는 새로운 방법,백영훈,브릭스,2020,780.2 백64ㅇ,780.2,,,780.2
CATTOC000000720471,메를로-퐁티의 主體的 身體에 대한 연구,지준혁,서강대학교 교육대학원,2013,D 796 2013 지1,796,,,796
CATTOC000000746536,특수체육지도자의 교수방법과 자질에 대한 질적 연구,박태훈,서강대학교 교육대학원,2014,D 796 2014 박1,796,,,796
CATTOC000000614992,국민생활체육활동 참여 실태조사,한국. 문화체육관광부,문화체육관광부,1989-,796 국39,796,,,796
CATTOC000000655483,체육교과 선택교육과정에 관한 고등학생들의 인식 연구,정지희,서강대학교 교육대학원,2010,D 796 2010 정1,796,,,796
CATTOC000000655477,중년 여성의 수영 활동형태가 여가만족도에 미치는 영향,조재혁,서강대학교 교육대학원,2010,D 796 2010 조1,796,,,796
CATTOC000000655480,동적운동과 정적운동이 신체적 자기개념에 미치는 영향,한주형,서강대학교 교육대학원,2010,D 796 2010 한1,796,,,796
CATTOC000000528895,21세기의 스포츠,궁하충정,한국학술정보,2004,796 궁91ㅇ K,796,,,796
CATTOC000000552691,La Fabuleuse histoire de l'athletisme,"Pariente>, Robert",Minerva,2003,796 P231f,796,,,796
CATTOC000000550228,운동사대회,대한운동사회,대한운동사회,2006-,796 운225,796,,,796
CATTOC000000630228,여자고등학생의 체육수업 인식에 관한 연구,박미리,서강대학교 교육대학원,2009,AR 796 2009 박1,796,,,796
CATTOC000000555726,이것이 생활체육이다: 월간 <국민생활체육> 100호 기념: 스포츠 7330,국민생활체육협의회,국민생활체육협의회,2007,796 이13,796,,,796
CATTOC000000630215,"스쿼시 우수선수와 비우수선수의 신체구성, 체력 및 스트레스 비교 연구",이용희,서강대학교 교육대학원,2009,AR 796 2009 이1,796,,,796
CATTOC000000480188,Science and Golf IV : proceedings of the World Scientific Congress of Golf,World Scientific Congress of Golf,Routledge,2002,796 W927s,796,,,796
CATTOC000000345389,조깅운동의 강도차이가 비만 남자중학생의 신체조성 및 심폐기능에 미치는 영향,강순원,서강대학교 교육대학원,1998,AR 796 1998 강1,796,,,796
CATTOC000000345390,高等學校 體育 敎科書 保建單元 內容 分析,김성환,서강대학교 교육대학원,1998,AR 796 1998 김1,796,,,796
CATTOC000000345392,배구의 패스 기능 평가에 관한 연구 : 여자 중학생을 중심으로,이창석,서강대학교 교육대학원,1998,AR 796 1998 이1,796,,,796
CATTOC000000530613,스포츠산업진흥법 제정안 연구,성문정,국민체육진흥공단 체육과학연구원,2004,796 국39ㅅ 2004/v.9,796,,,796
CATTOC000000630181,전방십자인대 재건술 후 외발뛰기 검사와 슬관절 등속성 근력변인분석,오수진,서강대학교 교육대학원,2009,AR 796 2009 오1,796,,,796
CATTOC000000297032,레크리에이션의 理論과 實際,한양순,연세대학교 출판부,1984,796 한62ㄹ,796,,,796
CATTOC000000380568,중학교 체육수업에 스포츠교육모형을 적용한 수행평가 사례 연구,박용건,서강대학교 교육대학원,2001,AR 796 2001 박1,796,,,796
CATTOC000000277616,スポ-ツ 人間學,"[Maritain, Paul]",新體育社,1962,796 M342ㅅ,796,,,796
CATTOC000000380563,여자 프로농구 및 핸드볼 선수의 등속성 하지근력 비교 연구,윤완수,서강대학교 교육대학원,2001,AR 796 2001 윤1,796,,,796
CATTOC000000707932,Routledge companion to sports history,"Pope, S. W.",Routledge,2012,796 R869,796,,,796
CATTOC000000471805,환경요인이 중학생의 체격과 체력에 미치는 영향 분석,차민호,서강대학교 교육대학원,2003,AR 796 2003 차1,796,,,796
CATTOC000000471795,교양체육 수강학생들의 체력요인 비교분석: 전문대 여학생을 중심으로,이호일,서강대학교 교육대학원,2003,AR 796 2003 이1,796,,,796
CATTOC000000471844,한국과 일본의 검도문화 비교 연구,강대환,서강대학교 교육대학원,2003,AR 796 2003 강1,796,,,796
CATTOC000000471850,"12주간 웨이트트레이닝이 수영 숙련자의 혈중지질 LDH, CPK 및 운동수행에 미치는 영향",서성탁,서강대학교 교육대학원,2003,AR 796 2003 서1,796,,,796
CATTOC000000735870,Fair and foul : beyond the myths and paradoxes of sport / 5th ed,"Eitzen, D. Stanley",Rowman & Littlefield Publishers,2012,796 E36f 2012,796,,,796
CATTOC000000380708,초등학생의 여가 활동 개선에 관한 연구,이애희,서강대학교 교육대학원,2001,AR 796 2001 이3,796,,,796
CATTOC000000380709,학습의 지도순서가 테니스 스트로크 기능 향상에 미치는 영향,하영삼,서강대학교 교육대학원,2001,AR 796 2001 하1,796,,,796
CATTOC000000380711,유아의 창의력 향상을 위한 창작 무용 프로그램 개발 연구,박현,서강대학교 교육대학원,2001,AR 796 2001 박2,796,,,796
CATTOC000000438707,초등체육의 자기평가 도구 개발 및 적용,배영하,서강대학교 교육대학원,2002,AR 796 2002 배1,796,,,796
CATTOC000000176533,Footwork 연습이 테니스 포어핸드 스트로크 랠리 학습에 미치는 영향,류지문,서강대학교 교육대학원,2000,AR 796 2000 류1,796,,,796
CATTOC000000186086,탁구선수의 스포츠 상해에 관한 조사연구,이남근,서강대학교 교육대학원,2001,AR 796 2001 이1,796,,,796
CATTOC000000186079,"배드민턴 운동이 여성의 혈중 지질 및 LDH, CPK에 미치는 영향",김진만,서강대학교 교육대학원,2001,AR 796 2001 김1,796,,,796
CATTOC000000135115,Equipment and Supplies for Athletics,"American Association for Health, Physical Education, and Recreation",A.A.H.P.E.R.,1960,796 A512,796,,,796
CATTOC000000135116,A manual of physical education activities,"Fait, Hollis",W. B. Saunders,1956,796 F174,796,,,796
CATTOC000000135117,Farewell to Sport,"Gallico, Paul",Knopf,1944,796 G168,796,,,796
CATTOC000000135118,Field Hockey for Girls,"Lees, Josephine T.",Barnes,1942,796 L487,796,,,796
CATTOC000000135119,Women's team sports officiating,"Mackey, Helen T.",Ronald,1964,796 M157,796,,,796
CATTOC000000179891,놀이 보따리,전국재,윤컴,1995-1997,796 전17ㄴ,796,,,796
CATTOC000000438775,여자고등학생의 체격 및 체력의 상관관계 분석,박문수,서강대학교 교육대학원,2002,AR 796 2002 박2,796,,,796
CATTOC000000438776,초등학교 핸드볼 선수의 경쟁상태불안 요인이 경기결과에 미치는 영향,김종각,서강대학교 교육대학원,2002,AR 796 2002 김2,796,,,796
CATTOC000000186347,신체활동이 internet 이용자의 정신건강에 미치는 영향,김경일,서강대학교 교육대학원,2001,AR 796 2001 김2,796,,,796
CATTOC000000177055,핸드볼 경기시 보충음료가 혈액 및 뇨성분 변화에 미치는 영향,김유석,서강대학교 교육대학원,2000,AR 796 2000 김2,796,,,796
CATTOC000000177053,걷기와 조깅운동이 비만 남자중학생의 신체조성 및 심폐지구력에 미치는 영향,서승교,서강대학교 교육대학원,2000,AR 796 2000 서1,796,,,796
CATTOC000000177054,유아체육 프로그램과 지도형태에 관한 연구,김민정,서강대학교 교육대학원,2000,AR 796 2000 김1,796,,,796
CATTOC000000177066,배구 오버핸드 서브의 평가 모형 타당성 연구,강관신,서강대학교 교육대학원,2000,AR 796 2000 강1,796,,,796
CATTOC000000177084,콜레스테롤식이와 운동여부가 중성지방 및 콜레스테롤 농도에 미치는 영향,복상순,서강대학교 교육대학원,2000,AR 796 2000 복1,796,,,796
CATTOC000000438772,중등학교 구기 종목 실기 평가에 관한 실태 분석,이정희,서강대학교 교육대학원,2002,AR 796 2002 이2,796,,,796
CATTOC000000616980,"Spectacular flirtations : viewing the actress in British art and theatre, 1768-1820","Perry, Gillian",Yale University Press for the Paul Mellon Centre for Studies in British Art,2007,792.02 P463s,792.02,,,792.02
CATTOC000000595400,"열혈뜨기, 연극에 빠지다: 오세준 에세이집",오세준,책펴냄열린시,2005,792.02 오53ㅇ,792.02,,,792.02
CATTOC000000399428,이윤택의 연기훈련,이윤택,공간미디어,1996,792.02 이67ㅇ 1996,792.02,,,792.02
CATTOC000000723339,삼국유사 프로젝트: 연습과 과정의 기록,김명화,국립극단,2013,792.02 삼17,792.02,,,792.02
CATTOC000000750094,청춘은 찌글찌글한 축제다,인재진,마음의숲,2014,792.02 인72ㅊ,792.02,,,792.02
CATTOC000000134988,A stage crew handbook,"Cornberg, Sol",Harper,1941,792.02 C812s,792.02,,,792.02
CATTOC000000134989,Towards a poor theatre,"Grotowski, Jerzy",Drama,1975,792.02 G881t 1975,792.02,,,792.02
CATTOC000000442613,공연제작: 무대예술전문인 자격검정위원회 표준교재,양정현,교보문고,2001,792.02 양73ㄱ,792.02,,,792.02
CATTOC000000410603,선생님 우리 연극해요: 교실에서 연극 만들기,김용심,보리,1994,792.02 김66ㅅ,792.02,,,792.02
CATTOC000000279315,Theatre arts : workbook,"Linnell, Rosemary",Hodder & Stoughton,1991,792.02 L758t,792.02,,,792.02
CATTOC000000045667,Theatre check list : a guide to the planning and construction of proscenium and open stage theatres / [1st ed.],American Theatre Planning Board,Wesleyan University Press,1969,R 792.02 A512t,792.02,,,792.02
CATTOC000000090536,演劇創造의 理論과 實際,한국연극협회,汎友社,1977,792.02 한17ㅇ,792.02,,,792.02
CATTOC000000090537,가난한 연극: 예지 그로토프스키의 실험연극론,"Grotowski, Jerzy",敎保文庫,1987,792.02 G881t K,792.02,,,792.02
CATTOC000000045668,The craft of play directing,"Canfield, Fayette Curtis","Holt, Rinehart and Winston",1963,792.02 C222,792.02,,,792.02
CATTOC000000045669,Producing the play / Rev. ed,"Gassner, John","Holt, Rinehart and Winston",1953,792.02 G253,792.02,,,792.02
CATTOC000000045670,Towards a poor theatre,"Grotowski, Jerzy",Simon and Schuster,1968,792.02 G881t,792.02,,,792.02
CATTOC000000045671,Drama for classroom and stage,"Johnson, Albert",A. S. Barnes,1969,792.02 J66d,792.02,,,792.02
CATTOC000000045666,The complete play production handbook / Rev. ed,"Allensworth, Carl",Harper Row,1982,792.02 A433c 1982,792.02,,,792.02
CATTOC000000802198,Staging the screen : the use of film and video in theatre,"Giesekam, Greg",Palgrave,2007,792.02 G455s,792.02,,,792.02
CATTOC000000747938,밤으로의 긴 여로 : 연습과 과정의 기록,"O'Neill, Eugene Gladstone",국립극단,2013,792.02 O58 l K,792.02,,,792.02
CATTOC000000701712,김PD의 공연기획: 연극·무용·뮤지컬·오페라·발레·창극 공연기획 길라잡이,김순국,컬처플러스,2011,792.02 김57ㄱ,792.02,,,792.02
CATTOC000000920854,(아는 척! 하기 딱 좋은) 공연 이야기 : 주눅들지 않고 공연 두 배로 즐기기,정성진,프리뷰,2021,792.02 정53ㄱ,792.02,,,792.02
CATTOC000000340139,"연극 제작, 이렇게 한다!",김균형,예니,1998,792.02 김17ㅇ,792.02,,,792.02
CATTOC000000465565,학교극·청소년극: 청소년용 선정도서,하유상,敎文社,2001,792.02 학16,792.02,,,792.02
CATTOC000000719926,(탁현민 프로덕션) 공연 행사 제작 매뉴얼,탁현민,MSD미디어,2012,792.02 공64,792.02,,,792.02
CATTOC000000965384,수학하는 몸 : 0에 다다른 몸에 대하여,궁리소묻다. 편집부,궁리소묻다,2023,792.02 수91,792.02,,,792.02
CATTOC000000980581,"김우옥, 뉴욕에서 바람나다 : 아트에세이 인 뉴욕",김우옥,연극과인간,2024,792.02 김67ㄱ,792.02,,,792.02
CATTOC000000994490,"Dyeing for entertainment : dyeing, painting, breakdown, and special effects for costumes","Carignan, Erin",Routledge,2024,792.02 C277d,792.02,,,792.02
CATTOC000000134990,Play production,"Nelms, Henning",Barnes and Noble,1958,792.02 N423p,792.02,,,792.02
CATTOC000000647362,극장 상식 및 용어,신일수,교보문고,2006,792.02 신69ㄱ,792.02,,,792.02
CATTOC000000719172,공연장 안전 및 관련법규/ 개정판,김상헌,교보문고,2005,792.02 김51ㄱ 2005,792.02,,,792.02
CATTOC000000551164,Theatre and performance in digital culture : from simulation to embeddedness,"Causey, Matthew",Routledge,2006,792.02 C374t,792.02,,,792.02
CATTOC000000997434,Working together in theatre : collaboration and leadership / 2nd ed,"Cohen, Robert",Methuen Drama,2024,792.02 C678w 2024,792.02,,,792.02
CATTOC000000090539,연극연출: 연기와 연출의 이론과 실제,"Nelms, Henning",미래문화사,1993,792.02 N423p 1993/ K,792.02,,,792.02
CATTOC000000744520,칼집 속에 아버지 : 연습과 과정의 기록,고연옥,국립극단,2013,792.02 고64ㅋ,792.02,,,792.02
CATTOC000000679802,극장이야기: 예술가와 관객이 알아야 할 극장의 모든 것,김승미,늘봄,2011,792.02 김58ㄱ,792.02,,,792.02
CATTOC000000333857,이윤택의 연기훈련,이윤택,예니,1999,792.02 이67ㅇ 1999,792.02,,,792.02
CATTOC000000488868,공연예술의 무대기획: 공연기획의 효율적·실천적 접근,이인권,한솜,2003,792.02 이69ㄱ,792.02,,,792.02
CATTOC000000591488,프로페셔널 공연 기획,전성환,예영커뮤니케이션,2007,792.02 전53ㅍ,792.02,,,792.02
CATTOC000000873011,"그런 다음, 당신은 행동한다 : 예측할 수 없는 세상에서 예술을 만들기","Bogart, Anne",비즈앤비즈,2019,792.02 B674a K,792.02,,,792.02
CATTOC000000280283,연극 창조의 신비,"Morrow, Lee Alan",예니,1997,792.02 M883c K,792.02,,,792.02
CATTOC000000702099,연극 제작 이렇게 한다/ 개정 초판,김균형,예니,2009,792.02 김17ㅇ 2009,792.02,,,792.02
CATTOC000001018702,"무엇을, 어떻게, 왜 : 우리를 무대로 이끄는 물음들",성수연,북트리거 : 지학사,2025,792.02 성57ㅁ,792.02,,,792.02
CATTOC000000698801,Mixing a musical : broadway theatrical sound techniques,"Slaton, Shannon",Focal Press,2011,792.024 S631m,792.024,,,792.02
CATTOC000000699520,Performing adaptations : essays and conversations on the theory and practice of adaptation,"MacArthur, Michelle",Cambridge Scholars,2009,792.028 P438,792.028,,,792.02
CATTOC000000688363,Thomas Betterton : the greatest actor of the restoration stage,"Roberts, David",Cambridge University Press,2010,792.028092 B565R,792.028092,,,792.02
CATTOC000000658999,Reimagining Shakespeare's playhouse : early modern staging conventions in the twentieth century,"Falocco, Joe",D.S. Brewer,2010,792.0233092 F196r,792.0233092,,,792.02
CATTOC000000691516,"Wilfried Minks, Bu@hnenbauer","Maack, Ulrike",Suhrkamp,2011,792.025092 M665M,792.025092,,,792.02
CATTOC000000661617,The Cambridge introduction to scenography,"McKinney, Joslin",Cambridge University Press,2009,792.025 M158c,792.025,,,792.02
CATTOC000000678040,Travelling players in Shakespeare's England,"Keenan, Siobhan",Palgrave/Macmillan,2002,792.022 K26t,792.022,,,792.02
CATTOC000000642028,Ways of writing : the practice and politics of text-making in seventeenth-century New England,"Hall, David D.",University of Pennsylvania Press,2008,381.45002 H175w,381.45002,,,381.45002
CATTOC000000639828,The late age of print : everyday book culture from consumerism to control,"Striphas, Theodore G.",Columbia University Press,2009,381.45002 S918 l,381.45002,,,381.45002
CATTOC000000687135,One click : Jeff Bezos and the rise of Amazon.com,"Brandt, Richard L.",Portfolio/Penguin,2011,381.45002 B574B,381.45002,,,381.45002
